




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.16423886 Released 2025-07-22
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (84)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)	32	1	.13	+	7.66	1.23E-01	1.00E00
positive regulation of macroautophagy (GO:0016239)	97	3	.40	+	7.58	7.34E-03	1.00E00
positive regulation of double-strand break repair (GO:2000781)	98	3	.40	+	7.50	7.55E-03	1.00E00
camera-type eye photoreceptor cell differentiation (GO:0060219)	33	1	.13	+	7.42	1.26E-01	1.00E00
establishment of protein localization to mitochondrial membrane (GO:0090151)	33	1	.13	+	7.42	1.26E-01	1.00E00
pteridine-containing compound metabolic process (GO:0042558)	33	1	.13	+	7.42	1.26E-01	1.00E00
intestinal absorption (GO:0050892)	34	1	.14	+	7.21	1.30E-01	1.00E00
sulfur amino acid metabolic process (GO:0000096)	34	1	.14	+	7.21	1.30E-01	1.00E00
motor behavior (GO:0061744)	34	1	.14	+	7.21	1.30E-01	1.00E00
phosphatidylcholine metabolic process (GO:0046470)	68	2	.28	+	7.21	3.15E-02	1.00E00
rescue of stalled ribosome (GO:0072344)	35	1	.14	+	7.00	1.33E-01	1.00E00
intra-Golgi vesicle-mediated transport (GO:0006891)	35	1	.14	+	7.00	1.33E-01	1.00E00
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	35	1	.14	+	7.00	1.33E-01	1.00E00
mitotic DNA damage checkpoint signaling (GO:0044773)	70	2	.29	+	7.00	3.32E-02	1.00E00
positive regulation of DNA repair (GO:0045739)	143	4	.58	+	6.85	2.81E-03	1.00E00
apoptotic process involved in development (GO:1902742)	36	1	.15	+	6.81	1.37E-01	1.00E00
regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	36	1	.15	+	6.81	1.37E-01	1.00E00
potassium ion homeostasis (GO:0055075)	36	1	.15	+	6.81	1.37E-01	1.00E00
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)	72	2	.29	+	6.81	3.50E-02	1.00E00
organelle disassembly (GO:1903008)	73	2	.30	+	6.71	3.59E-02	1.00E00
negative regulation of cell cycle G2/M phase transition (GO:1902750)	74	2	.30	+	6.62	3.68E-02	1.00E00
regulation of toll-like receptor signaling pathway (GO:0034121)	37	1	.15	+	6.62	1.41E-01	1.00E00
cell volume homeostasis (GO:0006884)	37	1	.15	+	6.62	1.41E-01	1.00E00
intracellular iron ion homeostasis (GO:0006879)	74	2	.30	+	6.62	3.68E-02	1.00E00
mitotic DNA integrity checkpoint signaling (GO:0044774)	74	2	.30	+	6.62	3.68E-02	1.00E00
regulation of G0 to G1 transition (GO:0070316)	37	1	.15	+	6.62	1.41E-01	1.00E00
forebrain neuron development (GO:0021884)	37	1	.15	+	6.62	1.41E-01	1.00E00
neuroepithelial cell differentiation (GO:0060563)	37	1	.15	+	6.62	1.41E-01	1.00E00
cerebral cortex radially oriented cell migration (GO:0021799)	38	1	.16	+	6.45	1.44E-01	1.00E00
vesicle docking involved in exocytosis (GO:0006904)	38	1	.16	+	6.45	1.44E-01	1.00E00
host-mediated activation of viral process (GO:0044794)	38	1	.16	+	6.45	1.44E-01	1.00E00
regulation of microtubule depolymerization (GO:0031114)	38	1	.16	+	6.45	1.44E-01	1.00E00
positive regulation of axon extension (GO:0045773)	39	1	.16	+	6.28	1.48E-01	1.00E00
negative regulation of cell-matrix adhesion (GO:0001953)	39	1	.16	+	6.28	1.48E-01	1.00E00
central nervous system neuron axonogenesis (GO:0021955)	39	1	.16	+	6.28	1.48E-01	1.00E00
establishment of protein localization to mitochondrion (GO:0072655)	78	2	.32	+	6.28	4.05E-02	1.00E00
positive regulation of smoothened signaling pathway (GO:0045880)	39	1	.16	+	6.28	1.48E-01	1.00E00
endocytic recycling (GO:0032456)	79	2	.32	+	6.20	4.14E-02	1.00E00
negative regulation of interleukin-1 production (GO:0032692)	40	1	.16	+	6.13	1.51E-01	1.00E00
intermembrane lipid transfer (GO:0120009)	40	1	.16	+	6.13	1.51E-01	1.00E00
regulation of protein binding (GO:0043393)	40	1	.16	+	6.13	1.51E-01	1.00E00
response to interferon-beta (GO:0035456)	40	1	.16	+	6.13	1.51E-01	1.00E00
lactation (GO:0007595)	40	1	.16	+	6.13	1.51E-01	1.00E00
regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	41	1	.17	+	5.98	1.55E-01	1.00E00
positive regulation of dendritic spine development (GO:0060999)	41	1	.17	+	5.98	1.55E-01	1.00E00
lipid droplet organization (GO:0034389)	41	1	.17	+	5.98	1.55E-01	1.00E00
regulation of hematopoietic progenitor cell differentiation (GO:1901532)	42	1	.17	+	5.83	1.58E-01	1.00E00
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	42	1	.17	+	5.83	1.58E-01	1.00E00
regulation of release of cytochrome c from mitochondria (GO:0090199)	42	1	.17	+	5.83	1.58E-01	1.00E00
long-chain fatty acid biosynthetic process (GO:0042759)	42	1	.17	+	5.83	1.58E-01	1.00E00
modified amino acid biosynthetic process (GO:0042398)	42	1	.17	+	5.83	1.58E-01	1.00E00
sphingolipid catabolic process (GO:0030149)	42	1	.17	+	5.83	1.58E-01	1.00E00
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	86	2	.35	+	5.70	4.83E-02	1.00E00
female meiotic nuclear division (GO:0007143)	43	1	.18	+	5.70	1.61E-01	1.00E00
triglyceride homeostasis (GO:0070328)	43	1	.18	+	5.70	1.61E-01	1.00E00
positive regulation of double-strand break repair via homologous recombination (GO:1905168)	43	1	.18	+	5.70	1.61E-01	1.00E00
regulation of hippo signaling (GO:0035330)	43	1	.18	+	5.70	1.61E-01	1.00E00
transposable element silencing (GO:0010526)	43	1	.18	+	5.70	1.61E-01	1.00E00
pigment biosynthetic process (GO:0046148)	44	1	.18	+	5.57	1.65E-01	1.00E00
calcium ion import (GO:0070509)	44	1	.18	+	5.57	1.65E-01	1.00E00
negative regulation of synaptic transmission (GO:0050805)	44	1	.18	+	5.57	1.65E-01	1.00E00
acylglycerol homeostasis (GO:0055090)	44	1	.18	+	5.57	1.65E-01	1.00E00
purine ribonucleoside monophosphate metabolic process (GO:0009167)	44	1	.18	+	5.57	1.65E-01	1.00E00
sterol biosynthetic process (GO:0016126)	44	1	.18	+	5.57	1.65E-01	1.00E00
vesicle-mediated transport to the plasma membrane (GO:0098876)	134	3	.55	+	5.49	1.75E-02	1.00E00
ventricular septum morphogenesis (GO:0060412)	45	1	.18	+	5.44	1.68E-01	1.00E00
regulation of calcium ion import (GO:0090279)	45	1	.18	+	5.44	1.68E-01	1.00E00
midbrain development (GO:0030901)	90	2	.37	+	5.44	5.23E-02	1.00E00
regulation of protein-containing complex disassembly (GO:0043244)	135	3	.55	+	5.44	1.79E-02	1.00E00
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	45	1	.18	+	5.44	1.68E-01	1.00E00
regulation of neurotransmitter secretion (GO:0046928)	90	2	.37	+	5.44	5.23E-02	1.00E00
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	45	1	.18	+	5.44	1.68E-01	1.00E00
heme metabolic process (GO:0042168)	45	1	.18	+	5.44	1.68E-01	1.00E00
negative regulation of response to cytokine stimulus (GO:0060761)	90	2	.37	+	5.44	5.23E-02	1.00E00
macroautophagy (GO:0016236)	229	5	.93	+	5.35	2.47E-03	1.00E00
substantia nigra development (GO:0021762)	46	1	.19	+	5.33	1.72E-01	1.00E00
semaphorin-plexin signaling pathway (GO:0071526)	46	1	.19	+	5.33	1.72E-01	1.00E00
base-excision repair (GO:0006284)	46	1	.19	+	5.33	1.72E-01	1.00E00
exocrine system development (GO:0035272)	46	1	.19	+	5.33	1.72E-01	1.00E00
epithelial cell apoptotic process (GO:1904019)	46	1	.19	+	5.33	1.72E-01	1.00E00
modified amino acid metabolic process (GO:0006575)	185	4	.76	+	5.30	6.98E-03	1.00E00
regulation of DNA repair (GO:0006282)	234	5	.96	+	5.24	2.71E-03	1.00E00
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	47	1	.19	+	5.21	1.75E-01	1.00E00
unsaturated fatty acid biosynthetic process (GO:0006636)	47	1	.19	+	5.21	1.75E-01	1.00E00
endodermal cell differentiation (GO:0035987)	47	1	.19	+	5.21	1.75E-01	1.00E00
metabolic compound salvage (GO:0043094)	47	1	.19	+	5.21	1.75E-01	1.00E00
purine nucleoside monophosphate metabolic process (GO:0009126)	47	1	.19	+	5.21	1.75E-01	1.00E00
aspartate family amino acid metabolic process (GO:0009066)	47	1	.19	+	5.21	1.75E-01	1.00E00
phospholipid catabolic process (GO:0009395)	48	1	.20	+	5.10	1.78E-01	1.00E00
L-amino acid biosynthetic process (GO:0170034)	48	1	.20	+	5.10	1.78E-01	1.00E00
regulation of keratinocyte proliferation (GO:0010837)	48	1	.20	+	5.10	1.78E-01	1.00E00
synaptic transmission, glutamatergic (GO:0035249)	48	1	.20	+	5.10	1.78E-01	1.00E00
glial cell migration (GO:0008347)	48	1	.20	+	5.10	1.78E-01	1.00E00
membrane lipid catabolic process (GO:0046466)	48	1	.20	+	5.10	1.78E-01	1.00E00
neuron recognition (GO:0008038)	48	1	.20	+	5.10	1.78E-01	1.00E00
post-embryonic development (GO:0009791)	97	2	.40	+	5.05	5.97E-02	1.00E00
polyol biosynthetic process (GO:0046173)	49	1	.20	+	5.00	1.82E-01	1.00E00
regulation of double-strand break repair (GO:2000779)	147	3	.60	+	5.00	2.23E-02	1.00E00
positive regulation of stem cell population maintenance (GO:1902459)	49	1	.20	+	5.00	1.82E-01	1.00E00
sister chromatid cohesion (GO:0007062)	49	1	.20	+	5.00	1.82E-01	1.00E00
morphogenesis of a polarized epithelium (GO:0001738)	49	1	.20	+	5.00	1.82E-01	1.00E00
central nervous system neuron development (GO:0021954)	98	2	.40	+	5.00	6.08E-02	1.00E00
positive regulation of apoptotic signaling pathway (GO:2001235)	148	3	.60	+	4.97	2.27E-02	1.00E00
regulation of binding (GO:0051098)	99	2	.40	+	4.95	6.19E-02	1.00E00
autophagy (GO:0006914)	347	7	1.42	+	4.94	5.43E-04	1.00E00
process utilizing autophagic mechanism (GO:0061919)	347	7	1.42	+	4.94	5.43E-04	1.00E00
cerebral cortex cell migration (GO:0021795)	50	1	.20	+	4.90	1.85E-01	1.00E00
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	50	1	.20	+	4.90	1.85E-01	1.00E00
iron ion transport (GO:0006826)	50	1	.20	+	4.90	1.85E-01	1.00E00
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	50	1	.20	+	4.90	1.85E-01	1.00E00
DNA damage checkpoint signaling (GO:0000077)	100	2	.41	+	4.90	6.30E-02	1.00E00
signal transduction in response to DNA damage (GO:0042770)	151	3	.62	+	4.87	2.39E-02	1.00E00
post-Golgi vesicle-mediated transport (GO:0006892)	102	2	.42	+	4.80	6.53E-02	1.00E00
porphyrin-containing compound metabolic process (GO:0006778)	51	1	.21	+	4.80	1.88E-01	1.00E00
regulation of synaptic vesicle exocytosis (GO:2000300)	51	1	.21	+	4.80	1.88E-01	1.00E00
cellular response to nerve growth factor stimulus (GO:1990090)	51	1	.21	+	4.80	1.88E-01	1.00E00
replication fork processing (GO:0031297)	51	1	.21	+	4.80	1.88E-01	1.00E00
neutral amino acid transport (GO:0015804)	51	1	.21	+	4.80	1.88E-01	1.00E00
vesicle fusion (GO:0006906)	104	2	.42	+	4.71	6.75E-02	1.00E00
proteinogenic amino acid biosynthetic process (GO:0170038)	52	1	.21	+	4.71	1.92E-01	1.00E00
non-canonical Wnt signaling pathway (GO:0035567)	52	1	.21	+	4.71	1.92E-01	1.00E00
lipid storage (GO:0019915)	52	1	.21	+	4.71	1.92E-01	1.00E00
synaptic vesicle endocytosis (GO:0048488)	53	1	.22	+	4.62	1.95E-01	1.00E00
phospholipid transport (GO:0015914)	106	2	.43	+	4.62	6.98E-02	1.00E00
phospholipid translocation (GO:0045332)	54	1	.22	+	4.54	1.98E-01	1.00E00
eye photoreceptor cell differentiation (GO:0001754)	54	1	.22	+	4.54	1.98E-01	1.00E00
regulation of neurotransmitter transport (GO:0051588)	108	2	.44	+	4.54	7.21E-02	1.00E00
sulfur compound biosynthetic process (GO:0044272)	108	2	.44	+	4.54	7.21E-02	1.00E00
response to nerve growth factor (GO:1990089)	54	1	.22	+	4.54	1.98E-01	1.00E00
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	108	2	.44	+	4.54	7.21E-02	1.00E00
organelle membrane fusion (GO:0090174)	109	2	.44	+	4.50	7.32E-02	1.00E00
DNA integrity checkpoint signaling (GO:0031570)	109	2	.44	+	4.50	7.32E-02	1.00E00
positive regulation of autophagy (GO:0010508)	164	3	.67	+	4.48	2.96E-02	1.00E00
lung morphogenesis (GO:0060425)	55	1	.22	+	4.45	2.02E-01	1.00E00
inner ear receptor cell development (GO:0060119)	55	1	.22	+	4.45	2.02E-01	1.00E00
response to axon injury (GO:0048678)	55	1	.22	+	4.45	2.02E-01	1.00E00
regulation of mitochondrial membrane permeability (GO:0046902)	55	1	.22	+	4.45	2.02E-01	1.00E00
nucleosome organization (GO:0034728)	110	2	.45	+	4.45	7.44E-02	1.00E00
establishment or maintenance of apical/basal cell polarity (GO:0035088)	55	1	.22	+	4.45	2.02E-01	1.00E00
establishment or maintenance of bipolar cell polarity (GO:0061245)	55	1	.22	+	4.45	2.02E-01	1.00E00
adherens junction organization (GO:0034332)	55	1	.22	+	4.45	2.02E-01	1.00E00
Golgi to plasma membrane transport (GO:0006893)	56	1	.23	+	4.38	2.05E-01	1.00E00
endoderm formation (GO:0001706)	56	1	.23	+	4.38	2.05E-01	1.00E00
mitochondrion localization (GO:0051646)	56	1	.23	+	4.38	2.05E-01	1.00E00
vesicle-mediated transport in synapse (GO:0099003)	170	3	.69	+	4.32	3.24E-02	1.00E00
mitochondrial membrane organization (GO:0007006)	114	2	.47	+	4.30	7.91E-02	1.00E00
cochlea development (GO:0090102)	57	1	.23	+	4.30	2.08E-01	1.00E00
nutrient storage (GO:0170062)	57	1	.23	+	4.30	2.08E-01	1.00E00
regulation of dendritic spine development (GO:0060998)	57	1	.23	+	4.30	2.08E-01	1.00E00
glycerolipid catabolic process (GO:0046503)	57	1	.23	+	4.30	2.08E-01	1.00E00
fatty acid beta-oxidation (GO:0006635)	58	1	.24	+	4.22	2.11E-01	1.00E00
DNA-templated DNA replication maintenance of fidelity (GO:0045005)	58	1	.24	+	4.22	2.11E-01	1.00E00
non-proteinogenic amino acid metabolic process (GO:0170041)	58	1	.24	+	4.22	2.11E-01	1.00E00
regulation of mitochondrion organization (GO:0010821)	117	2	.48	+	4.19	8.27E-02	1.00E00
lipid translocation (GO:0034204)	59	1	.24	+	4.15	2.15E-01	1.00E00
regulation of nitric oxide biosynthetic process (GO:0045428)	59	1	.24	+	4.15	2.15E-01	1.00E00
mitotic cell cycle checkpoint signaling (GO:0007093)	118	2	.48	+	4.15	8.39E-02	1.00E00
establishment of spindle localization (GO:0051293)	59	1	.24	+	4.15	2.15E-01	1.00E00
vesicle docking (GO:0048278)	59	1	.24	+	4.15	2.15E-01	1.00E00
apical junction assembly (GO:0043297)	59	1	.24	+	4.15	2.15E-01	1.00E00
biological process involved in intraspecies interaction between organisms (GO:0051703)	60	1	.24	+	4.08	2.18E-01	1.00E00
alpha-amino acid biosynthetic process (GO:1901607)	60	1	.24	+	4.08	2.18E-01	1.00E00
social behavior (GO:0035176)	60	1	.24	+	4.08	2.18E-01	1.00E00
regulation of cell cycle G2/M phase transition (GO:1902749)	121	2	.49	+	4.05	8.76E-02	1.00E00
cranial nerve development (GO:0021545)	62	1	.25	+	3.95	2.24E-01	1.00E00
fatty acid derivative biosynthetic process (GO:1901570)	62	1	.25	+	3.95	2.24E-01	1.00E00
synaptic vesicle recycling (GO:0036465)	62	1	.25	+	3.95	2.24E-01	1.00E00
actin filament bundle assembly (GO:0051017)	62	1	.25	+	3.95	2.24E-01	1.00E00
osteoclast differentiation (GO:0030316)	62	1	.25	+	3.95	2.24E-01	1.00E00
telencephalon cell migration (GO:0022029)	63	1	.26	+	3.89	2.27E-01	1.00E00
constitutive heterochromatin formation (GO:0140719)	63	1	.26	+	3.89	2.27E-01	1.00E00
negative regulation of cell-substrate adhesion (GO:0010812)	63	1	.26	+	3.89	2.27E-01	1.00E00
regulation of smooth muscle cell migration (GO:0014910)	63	1	.26	+	3.89	2.27E-01	1.00E00
regulation of nitric oxide metabolic process (GO:0080164)	63	1	.26	+	3.89	2.27E-01	1.00E00
translational elongation (GO:0006414)	64	1	.26	+	3.83	2.31E-01	1.00E00
spindle localization (GO:0051653)	64	1	.26	+	3.83	2.31E-01	1.00E00
sterol metabolic process (GO:0016125)	130	2	.53	+	3.77	9.89E-02	1.00E00
actin filament bundle organization (GO:0061572)	65	1	.27	+	3.77	2.34E-01	1.00E00
synaptic vesicle exocytosis (GO:0016079)	65	1	.27	+	3.77	2.34E-01	1.00E00
negative regulation of cytoplasmic pattern recognition receptor signaling pathway (GO:0039532)	65	1	.27	+	3.77	2.34E-01	1.00E00
regulation of macroautophagy (GO:0016241)	196	3	.80	+	3.75	4.62E-02	1.00E00
glycosphingolipid metabolic process (GO:0006687)	66	1	.27	+	3.71	2.37E-01	1.00E00
mRNA export from nucleus (GO:0006406)	66	1	.27	+	3.71	2.37E-01	1.00E00
dendrite morphogenesis (GO:0048813)	66	1	.27	+	3.71	2.37E-01	1.00E00
exocytic process (GO:0140029)	66	1	.27	+	3.71	2.37E-01	1.00E00
apoptotic mitochondrial changes (GO:0008637)	66	1	.27	+	3.71	2.37E-01	1.00E00
regulation of membrane lipid distribution (GO:0097035)	66	1	.27	+	3.71	2.37E-01	1.00E00
forebrain cell migration (GO:0021885)	66	1	.27	+	3.71	2.37E-01	1.00E00
synapse assembly (GO:0007416)	134	2	.55	+	3.66	1.04E-01	1.00E00
Rho protein signal transduction (GO:0007266)	67	1	.27	+	3.66	2.40E-01	1.00E00
homologous chromosome segregation (GO:0045143)	67	1	.27	+	3.66	2.40E-01	1.00E00
negative regulation of wound healing (GO:0061045)	67	1	.27	+	3.66	2.40E-01	1.00E00
endosomal transport (GO:0016197)	269	4	1.10	+	3.64	2.44E-02	1.00E00
pigment metabolic process (GO:0042440)	68	1	.28	+	3.60	2.43E-01	1.00E00
cholesterol transport (GO:0030301)	68	1	.28	+	3.60	2.43E-01	1.00E00
regulation of membrane permeability (GO:0090559)	69	1	.28	+	3.55	2.46E-01	1.00E00
neural nucleus development (GO:0048857)	69	1	.28	+	3.55	2.46E-01	1.00E00
aldehyde metabolic process (GO:0006081)	69	1	.28	+	3.55	2.46E-01	1.00E00
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	69	1	.28	+	3.55	2.46E-01	1.00E00
amino acid biosynthetic process (GO:0008652)	69	1	.28	+	3.55	2.46E-01	1.00E00
endosome to lysosome transport (GO:0008333)	69	1	.28	+	3.55	2.46E-01	1.00E00
organelle fusion (GO:0048284)	139	2	.57	+	3.53	1.11E-01	1.00E00
inner ear receptor cell differentiation (GO:0060113)	70	1	.29	+	3.50	2.49E-01	1.00E00
protein localization to mitochondrion (GO:0070585)	70	1	.29	+	3.50	2.49E-01	1.00E00
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	70	1	.29	+	3.50	2.49E-01	1.00E00
positive regulation of DNA metabolic process (GO:0051054)	281	4	1.15	+	3.49	2.80E-02	1.00E00
positive regulation of synapse assembly (GO:0051965)	71	1	.29	+	3.45	2.52E-01	1.00E00
protein insertion into membrane (GO:0051205)	71	1	.29	+	3.45	2.52E-01	1.00E00
photoreceptor cell differentiation (GO:0046530)	71	1	.29	+	3.45	2.52E-01	1.00E00
retina morphogenesis in camera-type eye (GO:0060042)	72	1	.29	+	3.40	2.55E-01	1.00E00
negative regulation of protein depolymerization (GO:1901880)	72	1	.29	+	3.40	2.55E-01	1.00E00
defense response to virus (GO:0051607)	292	4	1.19	+	3.36	3.16E-02	1.00E00
regulation of stem cell population maintenance (GO:2000036)	73	1	.30	+	3.36	2.59E-01	1.00E00
mRNA stabilization (GO:0048255)	73	1	.30	+	3.36	2.59E-01	1.00E00
purine ribonucleoside diphosphate metabolic process (GO:0009179)	73	1	.30	+	3.36	2.59E-01	1.00E00
purine nucleoside diphosphate metabolic process (GO:0009135)	73	1	.30	+	3.36	2.59E-01	1.00E00
muscle tissue morphogenesis (GO:0060415)	74	1	.30	+	3.31	2.62E-01	1.00E00
regulation of synaptic transmission, glutamatergic (GO:0051966)	74	1	.30	+	3.31	2.62E-01	1.00E00
negative regulation of reproductive process (GO:2000242)	74	1	.30	+	3.31	2.62E-01	1.00E00
Golgi vesicle transport (GO:0048193)	297	4	1.21	+	3.30	3.34E-02	1.00E00
methylation (GO:0032259)	224	3	.91	+	3.28	6.39E-02	1.00E00
host-mediated perturbation of viral process (GO:0044788)	75	1	.31	+	3.27	2.65E-01	1.00E00
regulation of mitochondrial membrane potential (GO:0051881)	75	1	.31	+	3.27	2.65E-01	1.00E00
synaptic vesicle cycle (GO:0099504)	151	2	.62	+	3.25	1.27E-01	1.00E00
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	151	2	.62	+	3.25	1.27E-01	1.00E00
cardiac septum morphogenesis (GO:0060411)	76	1	.31	+	3.22	2.68E-01	1.00E00
intermediate filament organization (GO:0045109)	76	1	.31	+	3.22	2.68E-01	1.00E00
heterochromatin formation (GO:0031507)	152	2	.62	+	3.22	1.28E-01	1.00E00
mechanoreceptor differentiation (GO:0042490)	76	1	.31	+	3.22	2.68E-01	1.00E00
positive regulation of DNA recombination (GO:0045911)	76	1	.31	+	3.22	2.68E-01	1.00E00
ventricular septum development (GO:0003281)	76	1	.31	+	3.22	2.68E-01	1.00E00
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	76	1	.31	+	3.22	2.68E-01	1.00E00
cell cycle checkpoint signaling (GO:0000075)	154	2	.63	+	3.18	1.31E-01	1.00E00
body fluid secretion (GO:0007589)	77	1	.31	+	3.18	2.71E-01	1.00E00
regulation of cellular response to stress (GO:0080135)	540	7	2.20	+	3.18	6.55E-03	1.00E00
protein transmembrane transport (GO:0071806)	78	1	.32	+	3.14	2.74E-01	1.00E00
stem cell proliferation (GO:0072089)	78	1	.32	+	3.14	2.74E-01	1.00E00
organelle localization by membrane tethering (GO:0140056)	78	1	.32	+	3.14	2.74E-01	1.00E00
positive regulation of axonogenesis (GO:0050772)	78	1	.32	+	3.14	2.74E-01	1.00E00
negative regulation of T cell proliferation (GO:0042130)	78	1	.32	+	3.14	2.74E-01	1.00E00
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	79	1	.32	+	3.10	2.77E-01	1.00E00
forebrain neuron differentiation (GO:0021879)	79	1	.32	+	3.10	2.77E-01	1.00E00
RNA transport (GO:0050658)	159	2	.65	+	3.08	1.38E-01	1.00E00
nucleic acid transport (GO:0050657)	159	2	.65	+	3.08	1.38E-01	1.00E00
negative regulation of mitotic cell cycle phase transition (GO:1901991)	160	2	.65	+	3.06	1.39E-01	1.00E00
sterol transport (GO:0015918)	80	1	.33	+	3.06	2.80E-01	1.00E00
establishment of RNA localization (GO:0051236)	161	2	.66	+	3.04	1.40E-01	1.00E00
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	163	2	.67	+	3.01	1.43E-01	1.00E00
DNA damage response (GO:0006974)	817	10	3.33	+	3.00	1.79E-03	1.00E00
regulation of stem cell differentiation (GO:2000736)	82	1	.33	+	2.99	2.85E-01	1.00E00
